,Şehir,İlçe,Cinsiyet,Okuma yazma bilmeyen,Okuma yazma bilen fakat bir okul bitirmeyen,İlkokul,İlköğretim,Ortaokul veya dengi okul,Lise veya dengi okul,Yüksekokul veya fakülte,Yüksek lisans,Doktora,Bilinmeyen,Toplam
58,Konya,Güneysınır,Kadın,195,269,1713,647,122,322,114,0,0,17,3399
59,Konya,Güneysınır,Toplam,236,358,2967,1477,415,865,383,19,1,35,6756
61,Konya,Hadim,Erkek,69,93,1215,801,789,993,419,37,3,9,4428
62,Konya,Hadim,Kadın,315,487,2133,631,282,478,245,11,0,9,4591
63,Konya,Hadim,Toplam,384,580,3348,1432,1071,1471,664,48,3,18,9019
65,Konya,Halkapınar,Erkek,12,37,739,295,154,218,134,6,0,4,1599
66,Konya,Halkapınar,Kadın,61,185,867,199,104,186,70,3,2,3,1680
67,Konya,Halkapınar,Toplam,73,222,1606,494,258,404,204,9,2,7,3279
69,Konya,Hüyük,Erkek,59,177,2301,796,727,1248,574,36,3,39,5960
70,Konya,Hüyük,Kadın,509,988,3122,711,379,640,302,9,1,49,6710
71,Konya,Hüyük,Toplam,568,1165,5423,1507,1106,1888,876,45,4,88,12670
73,Konya,Ilgın,Erkek,242,492,5713,3025,2307,5364,2381,220,14,31,19789
74,Konya,Ilgın,Kadın,1831,2314,9076,2651,1184,2811,1303,103,12,40,21325
75,Konya,Ilgın,Toplam,2073,2806,14789,5676,3491,8175,3684,323,26,71,41114
77,Konya,Kadınhanı,Erkek,89,253,3550,2330,1134,2382,984,68,7,12,10809
78,Konya,Kadınhanı,Kadın,656,1504,4963,1796,470,1131,507,19,2,14,11062
79,Konya,Kadınhanı,Toplam,745,1757,8513,4126,1604,3513,1491,87,9,26,21871
81,Konya,Karapınar,Erkek,128,245,5473,3380,1746,3657,1768,135,18,13,16563
82,Konya,Karapınar,Kadın,1009,1183,7161,2738,1068,2569,1387,58,12,20,17205
83,Konya,Karapınar,Toplam,1137,1428,12634,6118,2814,6226,3155,193,30,33,33768
85,Konya,Karatay,Erkek,647,1943,26323,27823,8997,20246,13516,1251,216,518,101480
86,Konya,Karatay,Kadın,4728,6434,40306,19929,6379,16408,9900,631,130,516,105361
87,Konya,Karatay,Toplam,5375,8377,66629,47752,15376,36654,23416,1882,346,1034,206841
89,Konya,Kulu,Erkek,207,678,5159,3205,1817,2905,1268,126,11,1358,16734
90,Konya,Kulu,Kadın,1668,1977,6344,2576,1010,2097,974,78,6,1318,18048
91,Konya,Kulu,Toplam,1875,2655,11503,5781,2827,5002,2242,204,17,2676,34782
93,Konya,Meram,Erkek,525,1326,26352,24495,10137,26263,19747,2616,1127,513,113101
94,Konya,Meram,Kadın,4027,5554,43675,18546,6985,21641,15332,1896,569,522,118747
95,Konya,Meram,Toplam,4552,6880,70027,43041,17122,47904,35079,4512,1696,1035,231848
97,Konya,Sarayönü,Erkek,39,120,2525,1973,1077,2549,1014,61,8,42,9408
98,Konya,Sarayönü,Kadın,442,666,4538,1651,576,1178,524,20,12,33,9640
99,Konya,Sarayönü,Toplam,481,786,7063,3624,1653,3727,1538,81,20,75,19048
101,Konya,Selçuklu,Erkek,492,1696,35180,36817,18785,57344,48290,5908,1897,988,207397
102,Konya,Selçuklu,Kadın,5929,8800,68079,31429,14569,46860,37494,4109,963,1054,219286
103,Konya,Selçuklu,Toplam,6421,10496,103259,68246,33354,104204,85784,10017,2860,2042,426683
105,Konya,Seydişehir,Erkek,188,486,6623,2992,2497,6352,3790,326,39,73,23366
106,Konya,Seydişehir,Kadın,1173,2460,10014,2445,1803,4062,2528,158,17,77,24737
107,Konya,Seydişehir,Toplam,1361,2946,16637,5437,4300,10414,6318,484,56,150,48103
109,Konya,Taşkent,Erkek,32,75,742,345,241,476,241,19,4,8,2183
110,Konya,Taşkent,Kadın,224,304,1081,213,116,239,136,4,2,10,2329
111,Konya,Taşkent,Toplam,256,379,1823,558,357,715,377,23,6,18,4512
113,Konya,Tuzlukçu,Erkek,31,81,977,270,284,677,151,11,3,9,2494
114,Konya,Tuzlukçu,Kadın,187,420,1329,295,144,270,84,6,4,8,2747
115,Konya,Tuzlukçu,Toplam,218,501,2306,565,428,947,235,17,7,17,5241
117,Konya,Yalıhüyük,Erkek,2,24,311,88,59,86,44,0,0,24,638
118,Konya,Yalıhüyük,Kadın,63,88,354,34,23,57,50,2,0,30,701
119,Konya,Yalıhüyük,Toplam,65,112,665,122,82,143,94,2,0,54,1339
121,Konya,Yunak,Erkek,127,300,2793,1268,921,1724,596,45,3,111,7888
122,Konya,Yunak,Kadın,1010,1258,3196,1132,407,834,440,20,3,94,8394
123,Konya,Yunak,Toplam,1137,1558,5989,2400,1328,2558,1036,65,6,205,16282
1,Kütahya,Altıntaş,Erkek,47,262,2495,1075,731,1109,396,28,4,23,6170
2,Kütahya,Altıntaş,Kadın,188,700,3417,775,347,537,261,15,3,34,6277
3,Kütahya,Altıntaş,Toplam,235,962,5912,1850,1078,1646,657,43,7,57,12447
5,Kütahya,Aslanapa,Erkek,38,235,1614,667,382,563,144,5,0,8,3656
6,Kütahya,Aslanapa,Kadın,275,542,2104,443,170,236,59,2,2,12,3845
7,Kütahya,Aslanapa,Toplam,313,777,3718,1110,552,799,203,7,2,20,7501
9,Kütahya,Çavdarhisar,Erkek,26,223,895,370,278,502,219,18,1,19,2551
10,Kütahya,Çavdarhisar,Kadın,314,596,1199,263,163,227,127,5,0,15,2909
11,Kütahya,Çavdarhisar,Toplam,340,819,2094,633,441,729,346,23,1,34,5460
13,Kütahya,Domaniç,Erkek,48,288,2013,866,611,1328,541,25,2,30,5752
14,Kütahya,Domaniç,Kadın,277,759,3151,642,355,621,344,11,6,27,6193
15,Kütahya,Domaniç,Toplam,325,1047,5164,1508,966,1949,885,36,8,57,11945
17,Kütahya,Dumlupınar,Erkek,6,68,484,129,138,233,129,9,0,20,1216
18,Kütahya,Dumlupınar,Kadın,95,176,527,153,52,117,65,6,0,12,1203
19,Kütahya,Dumlupınar,Toplam,101,244,1011,282,190,350,194,15,0,32,2419
21,Kütahya,Emet,Erkek,42,478,1951,1015,868,2027,974,61,16,36,7468
22,Kütahya,Emet,Kadın,306,1370,3716,1013,498,876,573,33,3,32,8420
23,Kütahya,Emet,Toplam,348,1848,5667,2028,1366,2903,1547,94,19,68,15888
25,Kütahya,Gediz,Erkek,190,809,5954,3047,1874,3984,2337,175,31,89,18490
26,Kütahya,Gediz,Kadın,944,2203,8515,2786,1102,2430,1534,88,21,89,19712
27,Kütahya,Gediz,Toplam,1134,3012,14469,5833,2976,6414,3871,263,52,178,38202
29,Kütahya,Hisarcık,Erkek,56,180,1465,853,560,1057,454,28,10,25,4688
30,Kütahya,Hisarcık,Kadın,237,453,2660,687,279,506,254,15,3,26,5120
31,Kütahya,Hisarcık,Toplam,293,633,4125,1540,839,1563,708,43,13,51,9808
33,Kütahya,Kütahya Merkez,Erkek,464,1281,15982,14569,9050,28833,15922,1743,566,230,88640
34,Kütahya,Kütahya Merkez,Kadın,2815,4655,32024,14027,7502,18028,11686,1120,295,284,92436
35,Kütahya,Kütahya Merkez,Toplam,3279,5936,48006,28596,16552,46861,27608,2863,861,514,181076
37,Kütahya,Pazarlar,Erkek,48,85,794,267,212,371,168,19,0,1,1965
38,Kütahya,Pazarlar,Kadın,182,439,792,290,130,242,117,4,3,2,2201
39,Kütahya,Pazarlar,Toplam,230,524,1586,557,342,613,285,23,3,3,4166
41,Kütahya,Simav,Erkek,423,1261,7808,2776,2795,5639,3124,226,61,44,24157
42,Kütahya,Simav,Kadın,1762,3529,10937,2658,1517,3537,2138,132,25,43,26278
43,Kütahya,Simav,Toplam,2185,4790,18745,5434,4312,9176,5262,358,86,87,50435
45,Kütahya,Şaphane,Erkek,40,176,920,314,241,487,257,11,5,15,2466
46,Kütahya,Şaphane,Kadın,308,459,1094,228,134,261,166,4,1,12,2667
47,Kütahya,Şaphane,Toplam,348,635,2014,542,375,748,423,15,6,27,5133
49,Kütahya,Tavşanlı,Erkek,139,1297,8111,5988,3674,12498,5383,426,48,58,37622
50,Kütahya,Tavşanlı,Kadın,1193,3723,16195,5787,2760,6491,3530,225,26,84,40014
51,Kütahya,Tavşanlı,Toplam,1332,5020,24306,11775,6434,18989,8913,651,74,142,77636
1,Kırklareli,Babaeski,Erkek,161,325,5776,2496,2050,5572,2511,158,18,99,19166
2,Kırklareli,Babaeski,Kadın,779,824,7918,1935,1604,4073,2149,117,10,112,19521
3,Kırklareli,Babaeski,Toplam,940,1149,13694,4431,3654,9645,4660,275,28,211,38687
5,Kırklareli,Demirköy,Erkek,40,95,1351,547,365,739,344,16,0,23,3520
6,Kırklareli,Demirköy,Kadın,222,215,1361,406,230,451,239,10,2,12,3148
7,Kırklareli,Demirköy,Toplam,262,310,2712,953,595,1190,583,26,2,35,6668
9,Kırklareli,Kırklareli Merkez,Erkek,291,673,8334,5418,3234,9986,6775,606,211,145,35673
10,Kırklareli,Kırklareli Merkez,Kadın,1324,1375,11294,4727,2657,7994,5699,490,125,155,35840
11,Kırklareli,Kırklareli Merkez,Toplam,1615,2048,19628,10145,5891,17980,12474,1096,336,300,71513
13,Kırklareli,Kofçaz,Erkek,23,91,486,111,101,186,66,5,0,5,1074
14,Kırklareli,Kofçaz,Kadın,82,141,501,83,38,83,38,2,0,8,976
15,Kırklareli,Kofçaz,Toplam,105,232,987,194,139,269,104,7,0,13,2050
17,Kırklareli,Lüleburgaz,Erkek,272,813,11599,8076,5932,18801,9745,766,110,178,56292
18,Kırklareli,Lüleburgaz,Kadın,1598,2004,17829,6568,5025,14512,8723,597,78,227,57161
19,Kırklareli,Lüleburgaz,Toplam,1870,2817,29428,14644,10957,33313,18468,1363,188,405,113453
21,Kırklareli,Pehlivanköy,Erkek,26,51,650,186,188,334,148,9,0,8,1600
22,Kırklareli,Pehlivanköy,Kadın,135,135,746,156,113,199,94,5,1,5,1589
23,Kırklareli,Pehlivanköy,Toplam,161,186,1396,342,301,533,242,14,1,13,3189
25,Kırklareli,Pınarhisar,Erkek,66,120,2369,859,806,2093,918,47,8,37,7323
26,Kırklareli,Pınarhisar,Kadın,405,292,3054,838,553,1448,712,31,3,30,7366
27,Kırklareli,Pınarhisar,Toplam,471,412,5423,1697,1359,3541,1630,78,11,67,14689
29,Kırklareli,Vize,Erkek,124,275,4049,1596,1060,2828,1205,85,9,41,11272
30,Kırklareli,Vize,Kadın,535,582,4723,1721,701,1786,1001,42,8,54,11153
31,Kırklareli,Vize,Toplam,659,857,8772,3317,1761,4614,2206,127,17,95,22425
1,Kırıkkale,Bahşili,Erkek,46,54,453,431,337,872,348,40,7,5,2593
2,Kırıkkale,Bahşili,Kadın,206,186,692,533,258,523,224,11,3,6,2642
3,Kırıkkale,Bahşili,Toplam,252,240,1145,964,595,1395,572,51,10,11,5235
5,Kırıkkale,Balışeyh,Erkek,25,53,697,365,333,597,178,7,2,7,2264
6,Kırıkkale,Balışeyh,Kadın,275,245,813,307,186,256,91,1,0,4,2178
7,Kırıkkale,Balışeyh,Toplam,300,298,1510,672,519,853,269,8,2,11,4442
9,Kırıkkale,Çelebi,Erkek,22,54,259,91,131,267,87,8,0,5,924
10,Kırıkkale,Çelebi,Kadın,142,152,299,94,54,100,49,5,0,5,900
11,Kırıkkale,Çelebi,Toplam,164,206,558,185,185,367,136,13,0,10,1824
13,Kırıkkale,Delice,Erkek,104,217,1072,321,511,749,254,15,1,25,3269
14,Kırıkkale,Delice,Kadın,657,591,1234,280,246,327,116,7,1,37,3496
15,Kırıkkale,Delice,Toplam,761,808,2306,601,757,1076,370,22,2,62,6765
17,Kırıkkale,Karakeçili,Erkek,26,38,252,149,213,383,105,4,0,4,1174
18,Kırıkkale,Karakeçili,Kadın,226,134,307,167,120,182,59,0,1,6,1202
19,Kırıkkale,Karakeçili,Toplam,252,172,559,316,333,565,164,4,1,10,2376
21,Kırıkkale,Keskin,Erkek,156,225,1502,960,932,1841,524,40,4,15,6199
22,Kırıkkale,Keskin,Kadın,1130,485,1997,770,492,812,319,6,5,23,6039
23,Kırıkkale,Keskin,Toplam,1286,710,3499,1730,1424,2653,843,46,9,38,12238
25,Kırıkkale,Kırıkkale Merkez,Erkek,300,753,9402,8503,9057,27884,13811,1148,218,214,71290
26,Kırıkkale,Kırıkkale Merkez,Kadın,3964,3819,21491,9395,7947,17908,9683,600,96,286,75189
27,Kırıkkale,Kırıkkale Merkez,Toplam,4264,4572,30893,17898,17004,45792,23494,1748,314,500,146479
29,Kırıkkale,Sulakyurt,Erkek,71,120,993,392,381,508,170,10,1,13,2659
30,Kırıkkale,Sulakyurt,Kadın,546,338,1108,276,151,221,101,4,0,10,2755
31,Kırıkkale,Sulakyurt,Toplam,617,458,2101,668,532,729,271,14,1,23,5414
33,Kırıkkale,Yahşihan,Erkek,20,51,745,630,711,2796,1767,266,109,14,7109
34,Kırıkkale,Yahşihan,Kadın,261,265,1482,683,556,1819,1194,202,41,11,6514
35,Kırıkkale,Yahşihan,Toplam,281,316,2227,1313,1267,4615,2961,468,150,25,13623
1,Kırşehir,Akçakent,Erkek,53,123,505,227,183,293,118,7,1,7,1517
2,Kırşehir,Akçakent,Kadın,341,275,578,121,126,155,48,1,0,9,1654
3,Kırşehir,Akçakent,Toplam,394,398,1083,348,309,448,166,8,1,16,3171
5,Kırşehir,Akpınar,Erkek,29,122,1006,418,446,648,210,15,1,26,2921
6,Kırşehir,Akpınar,Kadın,396,421,1259,279,208,322,120,8,0,21,3034
7,Kırşehir,Akpınar,Toplam,425,543,2265,697,654,970,330,23,1,47,5955
9,Kırşehir,Boztepe,Erkek,12,65,603,324,262,679,210,7,0,9,2171
10,Kırşehir,Boztepe,Kadın,294,289,759,218,184,327,115,1,0,9,2196
11,Kırşehir,Boztepe,Toplam,306,354,1362,542,446,1006,325,8,0,18,4367
13,Kırşehir,Çiçekdağı,Erkek,76,313,1533,768,738,1387,514,35,2,22,5388
14,Kırşehir,Çiçekdağı,Kadın,513,1094,2010,643,422,734,297,19,3,23,5758
15,Kırşehir,Çiçekdağı,Toplam,589,1407,3543,1411,1160,2121,811,54,5,45,11146
17,Kırşehir,Kaman,Erkek,120,392,3799,1839,1831,3507,1599,107,25,132,13351
18,Kırşehir,Kaman,Kadın,1434,1109,4986,1651,1220,2457,1008,61,11,149,14086
19,Kırşehir,Kaman,Toplam,1554,1501,8785,3490,3051,5964,2607,168,36,281,27437
21,Kırşehir,Kırşehir Merkez,Erkek,329,662,7900,7056,4816,15223,10482,940,369,451,48228
22,Kırşehir,Kırşehir Merkez,Kadın,2956,2365,14394,5467,4355,12080,8182,580,181,430,50990
23,Kırşehir,Kırşehir Merkez,Toplam,3285,3027,22294,12523,9171,27303,18664,1520,550,881,99218
25,Kırşehir,Mucur,Erkek,33,147,1741,904,928,2227,900,44,6,43,6973
26,Kırşehir,Mucur,Kadın,321,540,2908,853,618,1356,562,29,5,33,7225
27,Kırşehir,Mucur,Toplam,354,687,4649,1757,1546,3583,1462,73,11,76,14198
1,Malatya,Akçadağ,Erkek,309,434,2527,1531,1422,3150,1075,48,4,120,10620
2,Malatya,Akçadağ,Kadın,1821,1016,3062,1004,731,1706,695,18,1,130,10184
3,Malatya,Akçadağ,Toplam,2130,1450,5589,2535,2153,4856,1770,66,5,250,20804
5,Malatya,Arapgir,Erkek,186,194,1452,466,425,851,439,42,10,17,4082
6,Malatya,Arapgir,Kadın,818,336,1441,403,297,545,287,17,2,34,4180
7,Malatya,Arapgir,Toplam,1004,530,2893,869,722,1396,726,59,12,51,8262
9,Malatya,Arguvan,Erkek,178,157,1093,387,420,673,230,14,2,16,3170
10,Malatya,Arguvan,Kadın,875,301,1009,209,245,386,165,4,2,17,3213
11,Malatya,Arguvan,Toplam,1053,458,2102,596,665,1059,395,18,4,33,6383
13,Malatya,Battalgazi,Erkek,1755,2230,14511,17400,12553,32608,18076,1467,596,560,101756
14,Malatya,Battalgazi,Kadın,11031,6556,26242,12587,8726,25768,14648,942,266,658,107424
15,Malatya,Battalgazi,Toplam,12786,8786,40753,29987,21279,58376,32724,2409,862,1218,209180
17,Malatya,Darende,Erkek,245,321,2753,1317,1154,2384,1124,99,10,51,9458
18,Malatya,Darende,Kadın,1352,792,3380,1107,639,1617,799,48,4,118,9856
19,Malatya,Darende,Toplam,1597,1113,6133,2424,1793,4001,1923,147,14,169,19314
21,Malatya,Doğanşehir,Erkek,459,644,3510,2137,2090,3869,1385,89,10,84,14277
22,Malatya,Doğanşehir,Kadın,2400,1352,4497,1474,987,2496,991,32,6,97,14332
23,Malatya,Doğanşehir,Toplam,2859,1996,8007,3611,3077,6365,2376,121,16,181,28609
25,Malatya,Doğanyol,Erkek,80,95,550,239,167,238,115,9,0,12,1505
26,Malatya,Doğanyol,Kadın,447,203,473,177,47,137,77,1,0,17,1579
27,Malatya,Doğanyol,Toplam,527,298,1023,416,214,375,192,10,0,29,3084
29,Malatya,Hekimhan,Erkek,287,306,1778,731,999,2281,787,50,2,61,7282
30,Malatya,Hekimhan,Kadın,1765,684,2097,441,590,1237,539,19,1,80,7453
31,Malatya,Hekimhan,Toplam,2052,990,3875,1172,1589,3518,1326,69,3,141,14735
33,Malatya,Kale,Erkek,124,198,726,295,265,343,149,4,0,9,2113
34,Malatya,Kale,Kadın,692,355,627,264,98,210,85,3,1,13,2348
35,Malatya,Kale,Toplam,816,553,1353,559,363,553,234,7,1,22,4461
37,Malatya,Kuluncak,Erkek,131,145,920,444,403,627,249,12,1,19,2951
38,Malatya,Kuluncak,Kadın,620,325,1017,340,169,366,179,5,3,21,3045
39,Malatya,Kuluncak,Toplam,751,470,1937,784,572,993,428,17,4,40,5996
41,Malatya,Pütürge,Erkek,575,458,1898,847,456,629,267,18,5,49,5202
42,Malatya,Pütürge,Kadın,2412,776,1434,570,161,329,131,3,1,62,5879
43,Malatya,Pütürge,Toplam,2987,1234,3332,1417,617,958,398,21,6,111,11081
45,Malatya,Yazıhan,Erkek,139,190,1122,880,753,1260,421,22,3,18,4808
46,Malatya,Yazıhan,Kadın,741,345,1432,593,391,832,309,10,5,40,4698
47,Malatya,Yazıhan,Toplam,880,535,2554,1473,1144,2092,730,32,8,58,9506
49,Malatya,Yeşilyurt,Erkek,1284,1719,12317,15094,11902,33089,25486,2587,508,410,104396
50,Malatya,Yeşilyurt,Kadın,8804,5408,23876,11976,9119,27163,20633,1673,270,616,109538
51,Malatya,Yeşilyurt,Toplam,10088,7127,36193,27070,21021,60252,46119,4260,778,1026,213934
1,Manisa,Ahmetli,Erkek,56,325,2174,1190,631,1266,598,19,4,9,6272
2,Manisa,Ahmetli,Kadın,233,885,2815,717,366,891,465,14,3,17,6406
3,Manisa,Ahmetli,Toplam,289,1210,4989,1907,997,2157,1063,33,7,26,12678
5,Manisa,Akhisar,Erkek,396,2286,21214,10150,6498,13227,9034,553,87,137,63582
6,Manisa,Akhisar,Kadın,2634,6113,25761,7147,4873,11922,7428,420,53,149,66500
7,Manisa,Akhisar,Toplam,3030,8399,46975,17297,11371,25149,16462,973,140,286,130082
9,Manisa,Alaşehir,Erkek,450,1307,14039,5409,3750,7794,4339,240,18,53,37399
10,Manisa,Alaşehir,Kadın,2750,3216,16053,4575,2298,6107,3198,152,22,57,38428
11,Manisa,Alaşehir,Toplam,3200,4523,30092,9984,6048,13901,7537,392,40,110,75827
13,Manisa,Demirci,Erkek,127,564,5892,1790,1544,2850,1635,103,37,8,14550
14,Manisa,Demirci,Kadın,824,1485,7167,2127,706,2016,1297,63,17,14,15716
15,Manisa,Demirci,Toplam,951,2049,13059,3917,2250,4866,2932,166,54,22,30266
17,Manisa,Gölmarmara,Erkek,106,266,2346,1075,532,827,421,17,3,8,5601
18,Manisa,Gölmarmara,Kadın,540,690,2336,754,304,735,352,15,2,4,5732
19,Manisa,Gölmarmara,Toplam,646,956,4682,1829,836,1562,773,32,5,12,11333
21,Manisa,Gördes,Erkek,110,651,4711,1468,1006,1827,1070,74,10,13,10940
22,Manisa,Gördes,Kadın,441,1830,5672,1254,571,1271,715,52,5,8,11819
23,Manisa,Gördes,Toplam,551,2481,10383,2722,1577,3098,1785,126,15,21,22759
25,Manisa,Kırkağaç,Erkek,150,527,5466,2552,1287,2762,1419,71,9,12,14255
26,Manisa,Kırkağaç,Kadın,794,1152,7621,1757,794,1806,1003,52,7,15,15001
27,Manisa,Kırkağaç,Toplam,944,1679,13087,4309,2081,4568,2422,123,16,27,29256
29,Manisa,Köprübaşı,Erkek,44,242,2158,653,580,1007,562,35,1,3,5285
30,Manisa,Köprübaşı,Kadın,369,693,2793,376,287,663,375,16,6,4,5582
31,Manisa,Köprübaşı,Toplam,413,935,4951,1029,867,1670,937,51,7,7,10867
33,Manisa,Kula,Erkek,163,609,6933,2706,1447,3096,1749,126,26,30,16885
34,Manisa,Kula,Kadın,904,1739,7799,2359,932,2498,1451,82,15,39,17818
35,Manisa,Kula,Toplam,1067,2348,14732,5065,2379,5594,3200,208,41,69,34703
37,Manisa,Salihli,Erkek,510,1651,19939,9443,5700,13184,8882,642,108,186,60245
38,Manisa,Salihli,Kadın,3190,4742,24924,7163,4391,11152,7419,437,60,178,63656
39,Manisa,Salihli,Toplam,3700,6393,44863,16606,10091,24336,16301,1079,168,364,123901
41,Manisa,Sarıgöl,Erkek,60,495,5916,2083,1392,2554,1288,63,6,29,13886
42,Manisa,Sarıgöl,Kadın,268,1707,6820,1981,810,1886,966,40,5,25,14508
43,Manisa,Sarıgöl,Toplam,328,2202,12736,4064,2202,4440,2254,103,11,54,28394
45,Manisa,Saruhanlı,Erkek,167,608,8023,3934,2188,3849,1759,92,13,33,20666
46,Manisa,Saruhanlı,Kadın,1010,1829,10300,2896,1257,2546,1302,56,9,33,21238
47,Manisa,Saruhanlı,Toplam,1177,2437,18323,6830,3445,6395,3061,148,22,66,41904
49,Manisa,Selendi,Erkek,70,433,3173,1136,693,1569,690,62,4,7,7837
50,Manisa,Selendi,Kadın,453,1218,3728,1003,312,896,540,21,8,9,8188
51,Manisa,Selendi,Toplam,523,1651,6901,2139,1005,2465,1230,83,12,16,16025
53,Manisa,Soma,Erkek,187,831,8670,8542,4188,10800,5800,303,29,70,39420
54,Manisa,Soma,Kadın,1133,2017,16027,5802,3058,7534,4537,208,29,85,40430
55,Manisa,Soma,Toplam,1320,2848,24697,14344,7246,18334,10337,511,58,155,79850
57,Manisa,Şehzadeler,Erkek,360,1044,12243,12099,5889,16432,10023,647,170,126,59033
58,Manisa,Şehzadeler,Kadın,2784,3375,18958,9025,4639,13372,8326,491,89,147,61206
59,Manisa,Şehzadeler,Toplam,3144,4419,31201,21124,10528,29804,18349,1138,259,273,120239
61,Manisa,Turgutlu,Erkek,391,1565,16333,11373,5284,14200,8027,489,84,107,57853
62,Manisa,Turgutlu,Kadın,2334,4733,20653,9069,3707,11485,6501,352,38,97,58969
63,Manisa,Turgutlu,Toplam,2725,6298,36986,20442,8991,25685,14528,841,122,204,116822
65,Manisa,Yunusemre,Erkek,584,1572,14649,15204,7181,22342,15729,1387,424,159,79231
66,Manisa,Yunusemre,Kadın,3696,3905,22173,12017,5586,18112,13422,1179,233,168,80491
67,Manisa,Yunusemre,Toplam,4280,5477,36822,27221,12767,40454,29151,2566,657,327,159722
1,Mardin,Artuklu,Erkek,1162,1502,6117,10001,5104,13799,10350,1071,192,394,49692
2,Mardin,Artuklu,Kadın,6633,5369,8232,8783,3315,10313,6969,486,69,592,50761
3,Mardin,Artuklu,Toplam,7795,6871,14349,18784,8419,24112,17319,1557,261,986,100453
5,Mardin,Dargeçit,Erkek,527,517,1181,1546,756,1710,1044,53,2,69,7405
6,Mardin,Dargeçit,Kadın,2356,1299,955,1183,357,1285,704,23,1,122,8285
7,Mardin,Dargeçit,Toplam,2883,1816,2136,2729,1113,2995,1748,76,3,191,15690
9,Mardin,Derik,Erkek,840,1674,3809,4049,1604,3104,1393,96,2,107,16678
10,Mardin,Derik,Kadın,4637,3814,2866,2817,831,1611,722,31,4,207,17540
11,Mardin,Derik,Toplam,5477,5488,6675,6866,2435,4715,2115,127,6,314,34218
13,Mardin,Kızıltepe,Erkek,2144,3472,13493,15483,7614,16750,9457,629,32,709,69783
14,Mardin,Kızıltepe,Kadın,14311,10796,14809,12092,3588,9472,4993,177,20,1187,71445
15,Mardin,Kızıltepe,Toplam,16455,14268,28302,27575,11202,26222,14450,806,52,1896,141228
17,Mardin,Mazıdağı,Erkek,444,676,1690,2810,883,2166,1139,52,4,31,9895
18,Mardin,Mazıdağı,Kadın,2482,2120,1856,1309,458,1065,585,16,3,65,9959
19,Mardin,Mazıdağı,Toplam,2926,2796,3546,4119,1341,3231,1724,68,7,96,19854
21,Mardin,Midyat,Erkek,1390,1965,5380,5883,2971,8632,4561,284,27,715,31808
22,Mardin,Midyat,Kadın,6237,4781,6314,5112,1860,5650,2549,105,14,959,33581
23,Mardin,Midyat,Toplam,7627,6746,11694,10995,4831,14282,7110,389,41,1674,65389
25,Mardin,Nusaybin,Erkek,1588,1799,4644,5518,3335,7935,3483,258,13,524,29097
26,Mardin,Nusaybin,Kadın,7268,3972,4787,5031,1723,5648,2418,83,3,758,31691
27,Mardin,Nusaybin,Toplam,8856,5771,9431,10549,5058,13583,5901,341,16,1282,60788
29,Mardin,Ömerli,Erkek,272,258,939,950,411,1028,410,24,0,99,4391
30,Mardin,Ömerli,Kadın,982,595,834,711,221,571,221,10,2,99,4246
31,Mardin,Ömerli,Toplam,1254,853,1773,1661,632,1599,631,34,2,198,8637
33,Mardin,Savur,Erkek,550,806,1969,1728,741,1235,537,22,5,142,7735
34,Mardin,Savur,Kadın,2155,1577,1628,1198,430,673,293,8,2,145,8109
35,Mardin,Savur,Toplam,2705,2383,3597,2926,1171,1908,830,30,7,287,15844
37,Mardin,Yeşilli,Erkek,149,159,876,1149,578,975,420,13,2,36,4357
38,Mardin,Yeşilli,Kadın,899,519,849,904,249,475,168,6,0,18,4087
39,Mardin,Yeşilli,Toplam,1048,678,1725,2053,827,1450,588,19,2,54,8444
1,Mersin,Akdeniz,Erkek,1352,5035,19918,21384,9930,20338,7724,339,66,645,86731
2,Mersin,Akdeniz,Kadın,7293,13953,24716,13898,6696,15354,6380,219,48,719,89276
3,Mersin,Akdeniz,Toplam,8645,18988,44634,35282,16626,35692,14104,558,114,1364,176007
5,Mersin,Anamur,Erkek,121,853,6865,3232,2497,6381,4447,312,37,67,24812
6,Mersin,Anamur,Kadın,380,2706,8362,2408,1876,5732,3823,223,30,55,25595
7,Mersin,Anamur,Toplam,501,3559,15227,5640,4373,12113,8270,535,67,122,50407
9,Mersin,Aydıncık,Erkek,23,174,1057,627,579,1083,630,43,4,3,4223
10,Mersin,Aydıncık,Kadın,121,530,1490,509,345,785,417,19,5,8,4229
11,Mersin,Aydıncık,Toplam,144,704,2547,1136,924,1868,1047,62,9,11,8452
13,Mersin,Bozyazı,Erkek,36,393,3517,1305,898,2389,1407,81,7,23,10056
14,Mersin,Bozyazı,Kadın,180,1330,3926,926,651,1993,1161,50,3,29,10249
15,Mersin,Bozyazı,Toplam,216,1723,7443,2231,1549,4382,2568,131,10,52,20305
17,Mersin,Çamlıyayla,Erkek,64,123,1389,525,301,652,331,10,1,0,3396
18,Mersin,Çamlıyayla,Kadın,211,421,1400,382,196,406,209,10,2,6,3243
19,Mersin,Çamlıyayla,Toplam,275,544,2789,907,497,1058,540,20,3,6,6639
21,Mersin,Erdemli,Erkek,238,1234,13636,7496,5081,13313,7614,451,78,243,49384
22,Mersin,Erdemli,Kadın,1594,3589,17811,6105,3878,10996,6477,285,54,272,51061
